subject,Activity_id,Activity,split,tBodyAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),tGravityAccMag-mean(),fBodyAccMag-mean()
19,3,WALKING_DOWNSTAIRS,train,0.89738085,0.71049532,0.71016897,0.44362166,0.89738085,0.68454635
19,3,WALKING_DOWNSTAIRS,train,1.0,0.86445997,0.61929519,0.48876883,1.0,0.90481089
19,2,WALKING_UPSTAIRS,train,0.12887636,-0.036362444,-0.055574219,-0.32818336,0.12887636,0.059706764
19,2,WALKING_UPSTAIRS,train,-0.0080424264,-0.05789396,-0.16427841,-0.32335027,-0.0080424264,0.027322184
19,2,WALKING_UPSTAIRS,train,0.058448771,-0.055086884,0.013225575,-0.3262708,0.058448771,-0.053927589
19,2,WALKING_UPSTAIRS,train,0.061558318,-0.046691207,0.15296637,-0.18827772,0.061558318,-0.077139024
19,2,WALKING_UPSTAIRS,train,0.054104285,-0.063111111,0.18040643,-0.18367944,0.054104285,-0.063131649
19,2,WALKING_UPSTAIRS,train,0.039183333,0.028945395,0.07581758,-0.24233953,0.039183333,0.038431041
19,2,WALKING_UPSTAIRS,train,0.01824295,0.068258067,0.044060806,-0.19595665,0.01824295,-0.0079858489
19,2,WALKING_UPSTAIRS,train,0.097148416,-0.0075673562,0.049183521,-0.24297356,0.097148416,0.018444974
19,2,WALKING_UPSTAIRS,train,0.1340236,0.14249395,0.18982851,-0.070869067,0.1340236,0.10065574
19,2,WALKING_UPSTAIRS,train,0.015983255,0.058012224,0.084984028,-0.12810933,0.015983255,0.087855645
19,2,WALKING_UPSTAIRS,train,-0.061083286,-0.064099289,-0.036514827,-0.29468278,-0.061083286,-0.071581439
19,2,WALKING_UPSTAIRS,train,-0.14801527,-0.10493642,0.027312167,-0.28841482,-0.14801527,-0.1512989
19,2,WALKING_UPSTAIRS,train,-0.18208567,-0.16146544,-0.12599924,-0.36331537,-0.18208567,-0.18910794
19,3,WALKING_DOWNSTAIRS,train,0.69529488,0.49506884,0.48671962,0.14031998,0.69529488,0.64220832
19,3,WALKING_DOWNSTAIRS,train,0.72105575,0.62133603,0.79555241,0.30379527,0.72105575,0.82787058
19,3,WALKING_DOWNSTAIRS,train,0.7457118,0.70800792,0.71317778,0.3963259,0.7457118,0.66401922
19,3,WALKING_DOWNSTAIRS,train,0.71551756,0.56752387,0.32090564,0.26768825,0.71551756,0.55323836
19,3,WALKING_DOWNSTAIRS,train,0.73833662,0.50681581,0.49820019,0.33523225,0.73833662,0.67696008
19,3,WALKING_DOWNSTAIRS,train,0.85845198,0.5224301,0.60948135,0.33335261,0.85845198,0.74508523
19,2,WALKING_UPSTAIRS,train,0.1346603,0.0055972848,0.097508237,-0.16383045,0.1346603,0.040278329
19,2,WALKING_UPSTAIRS,train,0.21972445,0.13989669,0.20330153,-0.062927366,0.21972445,0.22080242
19,2,WALKING_UPSTAIRS,train,0.15527296,0.059811172,0.13137417,-0.13514578,0.15527296,0.18988245
19,2,WALKING_UPSTAIRS,train,0.033028186,-0.0041315095,0.053438969,-0.23156005,0.033028186,-0.051506272
19,2,WALKING_UPSTAIRS,train,0.0029594107,0.0063092249,0.066074035,-0.26667592,0.0029594107,-0.0792852
19,2,WALKING_UPSTAIRS,train,0.007447603,-0.055678512,0.023448358,-0.32963894,0.007447603,-0.056841015
21,5,STANDING,train,-0.7828077,-0.83600981,-0.70617128,-0.80596969,-0.7828077,-0.70537845
21,5,STANDING,train,-0.88689675,-0.96228987,-0.86598733,-0.93877337,-0.88689675,-0.88730684
21,5,STANDING,train,-0.90074718,-0.96471871,-0.87737837,-0.96479144,-0.90074718,-0.90704637
21,5,STANDING,train,-0.88332119,-0.93014482,-0.83920781,-0.94593745,-0.88332119,-0.88646973
21,5,STANDING,train,-0.93783388,-0.95297955,-0.91561729,-0.96767125,-0.93783388,-0.89575107
21,5,STANDING,train,-0.9675821,-0.97851973,-0.95628415,-0.98256798,-0.9675821,-0.96819564
21,5,STANDING,train,-0.97512769,-0.97823638,-0.96938052,-0.98493165,-0.97512769,-0.96554324
21,5,STANDING,train,-0.99161192,-0.98944664,-0.98704028,-0.99407177,-0.99161192,-0.99084739
21,5,STANDING,train,-0.99225706,-0.9922076,-0.98855554,-0.99652067,-0.99225706,-0.9921291
21,5,STANDING,train,-0.9947332,-0.99329876,-0.99279511,-0.99734216,-0.9947332,-0.99451627
21,5,STANDING,train,-0.99639949,-0.99473469,-0.99417112,-0.99721881,-0.99639949,-0.99626136
21,5,STANDING,train,-0.99572811,-0.9972064,-0.99142506,-0.9966472,-0.99572811,-0.99760416
21,5,STANDING,train,-0.99315972,-0.99676864,-0.98942567,-0.9947989,-0.99315972,-0.99522246
21,5,STANDING,train,-0.98834345,-0.99190007,-0.98778102,-0.9937261,-0.98834345,-0.98780968
21,5,STANDING,train,-0.98549865,-0.98835958,-0.98861138,-0.9953047,-0.98549865,-0.98695094
21,5,STANDING,train,-0.98914448,-0.99087659,-0.9933012,-0.99745346,-0.98914448,-0.99017579
21,5,STANDING,train,-0.99300928,-0.99386333,-0.99673906,-0.99873447,-0.99300928,-0.9933391
21,5,STANDING,train,-0.99514921,-0.99472187,-0.99751234,-0.9986194,-0.99514921,-0.99407646
21,5,STANDING,train,-0.99729197,-0.99341502,-0.99670936,-0.9973828,-0.99729197,-0.99731188
21,5,STANDING,train,-0.99595204,-0.99165559,-0.99458219,-0.99580004,-0.99595204,-0.9957042
21,5,STANDING,train,-0.9947588,-0.99005146,-0.99322331,-0.99402603,-0.9947588,-0.99210353
21,5,STANDING,train,-0.99110437,-0.98515301,-0.98916184,-0.9890568,-0.99110437,-0.98598438
21,5,STANDING,train,-0.98885898,-0.98404408,-0.98961512,-0.99016338,-0.98885898,-0.98675735
21,5,STANDING,train,-0.92137592,-0.97221108,-0.92112508,-0.97574161,-0.92137592,-0.93635755
21,5,STANDING,train,-0.98216737,-0.9864649,-0.95821402,-0.98695581,-0.98216737,-0.97093934
21,5,STANDING,train,-0.97408564,-0.98433101,-0.96612708,-0.986594,-0.97408564,-0.97994158
21,5,STANDING,train,-0.94598832,-0.98053217,-0.95729742,-0.98469282,-0.94598832,-0.97448494
21,5,STANDING,train,-0.94325253,-0.98086933,-0.95302935,-0.98545149,-0.94325253,-0.96678701
21,5,STANDING,train,-0.94297918,-0.97972763,-0.94755636,-0.98267021,-0.94297918,-0.96359267
21,5,STANDING,train,-0.94488418,-0.98571943,-0.95898643,-0.98597477,-0.94488418,-0.96915175
21,5,STANDING,train,-0.96449561,-0.9911603,-0.9726038,-0.98940608,-0.96449561,-0.98541893
21,5,STANDING,train,-0.97624476,-0.98951044,-0.98029528,-0.98982465,-0.97624476,-0.98877512
21,5,STANDING,train,-0.98364125,-0.98893705,-0.98528371,-0.99067369,-0.98364125,-0.98772618
21,5,STANDING,train,-0.99103294,-0.99037139,-0.98814125,-0.99268377,-0.99103294,-0.99350349
21,5,STANDING,train,-0.99019663,-0.98863835,-0.98974283,-0.99384716,-0.99019663,-0.98854416
21,5,STANDING,train,-0.98778106,-0.98761344,-0.98764276,-0.99239508,-0.98778106,-0.98554936
21,5,STANDING,train,-0.98948662,-0.98880426,-0.98558096,-0.99169095,-0.98948662,-0.98893716
21,5,STANDING,train,-0.98887579,-0.9890794,-0.98671326,-0.99183144,-0.98887579,-0.98887057
21,5,STANDING,train,-0.98962401,-0.99011534,-0.9909184,-0.99294467,-0.98962401,-0.98842779
21,5,STANDING,train,-0.99206449,-0.98941737,-0.99232528,-0.99316271,-0.99206449,-0.99105498
21,5,STANDING,train,-0.99436527,-0.98976449,-0.99324294,-0.99334619,-0.99436527,-0.99370586
21,5,STANDING,train,-0.99564607,-0.99099408,-0.99500945,-0.99550003,-0.99564607,-0.99630093
21,5,STANDING,train,-0.99645487,-0.99221214,-0.99538142,-0.99628666,-0.99645487,-0.99640805
21,5,STANDING,train,-0.99389266,-0.99156026,-0.99147506,-0.99423228,-0.99389266,-0.99323026
21,5,STANDING,train,-0.99205523,-0.99178031,-0.99148843,-0.99491214,-0.99205523,-0.99169119
21,4,SITTING,train,-0.92131285,-0.98175805,-0.92275003,-0.9879045,-0.92131285,-0.8668883
21,4,SITTING,train,-0.97476898,-0.99042697,-0.93420565,-0.99253155,-0.97476898,-0.9734431
21,4,SITTING,train,-0.98801336,-0.9900136,-0.96365163,-0.99373579,-0.98801336,-0.98771423
21,4,SITTING,train,-0.99462081,-0.98720333,-0.98517798,-0.9937146,-0.99462081,-0.98843778
21,4,SITTING,train,-0.99210289,-0.98862564,-0.99187218,-0.99436488,-0.99210289,-0.98665698
21,4,SITTING,train,-0.99211425,-0.99134597,-0.99269987,-0.99392969,-0.99211425,-0.98770275
21,4,SITTING,train,-0.99681893,-0.99230958,-0.99324052,-0.99312979,-0.99681893,-0.99356436
21,4,SITTING,train,-0.99519097,-0.98965724,-0.99238462,-0.99307043,-0.99519097,-0.99198921
21,4,SITTING,train,-0.99431942,-0.98894844,-0.99314551,-0.99413427,-0.99431942,-0.99306032
21,4,SITTING,train,-0.99744338,-0.99293338,-0.99339014,-0.99514737,-0.99744338,-0.9950047
21,4,SITTING,train,-0.9925694,-0.9912693,-0.99092183,-0.99372812,-0.9925694,-0.98648047
21,4,SITTING,train,-0.98896126,-0.99008108,-0.98998216,-0.99269898,-0.98896126,-0.98846875
21,4,SITTING,train,-0.98953449,-0.99135205,-0.99030338,-0.99392011,-0.98953449,-0.98814587
21,4,SITTING,train,-0.98785514,-0.99035167,-0.98762975,-0.99224807,-0.98785514,-0.98607194
21,4,SITTING,train,-0.9870185,-0.99024558,-0.98702465,-0.99129335,-0.9870185,-0.986113
21,4,SITTING,train,-0.9881332,-0.9905696,-0.9894869,-0.99291946,-0.9881332,-0.98623312
21,4,SITTING,train,-0.99166336,-0.98961649,-0.99110813,-0.99276532,-0.99166336,-0.98935616
21,4,SITTING,train,-0.99438313,-0.99067739,-0.99336857,-0.99327664,-0.99438313,-0.99264355
21,4,SITTING,train,-0.99298979,-0.9913061,-0.99374879,-0.99401492,-0.99298979,-0.99068487
21,4,SITTING,train,-0.99088305,-0.99023639,-0.99152953,-0.99345846,-0.99088305,-0.9897167
21,4,SITTING,train,-0.99373315,-0.99364734,-0.99317501,-0.99471969,-0.99373315,-0.99295297
21,4,SITTING,train,-0.99496422,-0.99448217,-0.99268903,-0.99520309,-0.99496422,-0.99323698
21,4,SITTING,train,-0.99547499,-0.993701,-0.9898876,-0.99518492,-0.99547499,-0.99236854
21,4,SITTING,train,-0.8254168,-0.96308002,-0.60852588,-0.96618045,-0.8254168,-0.80036973
21,4,SITTING,train,-0.92312496,-0.98806215,-0.79113731,-0.99039088,-0.92312496,-0.93831247
21,4,SITTING,train,-0.98575252,-0.99171044,-0.91752113,-0.99177109,-0.98575252,-0.99203078
21,4,SITTING,train,-0.98793512,-0.99133407,-0.96940132,-0.99116901,-0.98793512,-0.99068515
21,4,SITTING,train,-0.98854983,-0.988323,-0.97495821,-0.99081259,-0.98854983,-0.98770436
21,4,SITTING,train,-0.98476528,-0.98698618,-0.97341089,-0.99145862,-0.98476528,-0.99022322
21,4,SITTING,train,-0.97326972,-0.98709188,-0.97370567,-0.99145593,-0.97326972,-0.98315654
21,4,SITTING,train,-0.97861169,-0.98985253,-0.98378133,-0.99440368,-0.97861169,-0.98323884
21,4,SITTING,train,-0.99316319,-0.99165732,-0.99161054,-0.99511725,-0.99316319,-0.99173572
21,4,SITTING,train,-0.98994408,-0.99126451,-0.98712456,-0.99179154,-0.98994408,-0.99221159
21,4,SITTING,train,-0.98726128,-0.99289369,-0.98884246,-0.99316268,-0.98726128,-0.99273093
21,4,SITTING,train,-0.99031447,-0.99204883,-0.99265729,-0.99537101,-0.99031447,-0.98959421
21,4,SITTING,train,-0.98996742,-0.98751912,-0.99025774,-0.99267702,-0.98996742,-0.98653567
21,4,SITTING,train,-0.99088492,-0.98532324,-0.98979005,-0.99047824,-0.99088492,-0.98658264
21,4,SITTING,train,-0.99175534,-0.98895247,-0.98925217,-0.99078922,-0.99175534,-0.9902605
21,4,SITTING,train,-0.98993011,-0.99068981,-0.98859992,-0.99152459,-0.98993011,-0.9913872
21,4,SITTING,train,-0.99076642,-0.99059092,-0.99193497,-0.99382757,-0.99076642,-0.99301501
21,4,SITTING,train,-0.99059726,-0.99014344,-0.99456658,-0.99629048,-0.99059726,-0.98787503
21,4,SITTING,train,-0.99095381,-0.99032049,-0.99322508,-0.99499106,-0.99095381,-0.98610087
21,4,SITTING,train,-0.992508,-0.98952937,-0.99188527,-0.99307065,-0.992508,-0.99269786
21,4,SITTING,train,-0.99104651,-0.98958052,-0.99036605,-0.99248172,-0.99104651,-0.99012034
21,4,SITTING,train,-0.98881489,-0.98956406,-0.98895316,-0.99363784,-0.98881489,-0.98617498
21,4,SITTING,train,-0.99014562,-0.98911304,-0.99010111,-0.99417595,-0.99014562,-0.98567537
21,4,SITTING,train,-0.99014125,-0.98667542,-0.98788842,-0.99167669,-0.99014125,-0.9888316
21,6,LAYING,train,-0.65411997,-0.90063971,-0.72672723,-0.92576091,-0.65411997,-0.42312351
21,6,LAYING,train,-0.92858058,-0.98140986,-0.84963604,-0.98185247,-0.92858058,-0.93713413
21,6,LAYING,train,-0.95793094,-0.98776219,-0.9085908,-0.98749446,-0.95793094,-0.97790932
21,6,LAYING,train,-0.9719176,-0.99168059,-0.95062979,-0.99212463,-0.9719176,-0.98460438
21,6,LAYING,train,-0.97398371,-0.99125964,-0.96127122,-0.99472803,-0.97398371,-0.98483394
21,6,LAYING,train,-0.97159969,-0.99138393,-0.97181817,-0.99509205,-0.97159969,-0.98574461
21,6,LAYING,train,-0.9724688,-0.99396094,-0.97656888,-0.99545692,-0.9724688,-0.98519232
21,6,LAYING,train,-0.9750561,-0.99531083,-0.98261354,-0.99623499,-0.9750561,-0.98781164
21,6,LAYING,train,-0.97335578,-0.99476105,-0.98157381,-0.99611906,-0.97335578,-0.99034811
21,6,LAYING,train,-0.97413173,-0.99371016,-0.97885076,-0.99654797,-0.97413173,-0.9845258
21,6,LAYING,train,-0.97340544,-0.99225341,-0.97855263,-0.99683678,-0.97340544,-0.98347041
21,6,LAYING,train,-0.9690346,-0.99355276,-0.9763166,-0.99538272,-0.9690346,-0.98155037
21,6,LAYING,train,-0.96178657,-0.99581046,-0.97890854,-0.99492399,-0.96178657,-0.98712615
21,6,LAYING,train,-0.96023007,-0.99533869,-0.97706705,-0.99562681,-0.96023007,-0.98634358
21,6,LAYING,train,-0.97590835,-0.99251421,-0.97946773,-0.99542675,-0.97590835,-0.98456929
21,6,LAYING,train,-0.97884825,-0.99333581,-0.98398966,-0.99567465,-0.97884825,-0.98908919
21,6,LAYING,train,-0.97085205,-0.99448123,-0.97633987,-0.99604638,-0.97085205,-0.99099758
21,6,LAYING,train,-0.97254262,-0.99353249,-0.97423664,-0.99662854,-0.97254262,-0.99062943
21,6,LAYING,train,-0.97672223,-0.99451982,-0.97639385,-0.99482983,-0.97672223,-0.98889658
21,6,LAYING,train,-0.59446905,-0.8831244,-0.62107267,-0.90528255,-0.59446905,-0.28266677
21,6,LAYING,train,-0.90765571,-0.97266853,-0.80140981,-0.97090725,-0.90765571,-0.91149272
21,6,LAYING,train,-0.95982909,-0.96980339,-0.90553658,-0.96922363,-0.95982909,-0.94868759
21,6,LAYING,train,-0.97031179,-0.97910072,-0.95614581,-0.98404803,-0.97031179,-0.96880292
21,6,LAYING,train,-0.97488331,-0.98888227,-0.96382767,-0.9914119,-0.97488331,-0.97722213
21,6,LAYING,train,-0.98013772,-0.99232976,-0.97135756,-0.99394696,-0.98013772,-0.99000426
21,6,LAYING,train,-0.98213612,-0.99353622,-0.97867939,-0.99543411,-0.98213612,-0.99114293
21,6,LAYING,train,-0.98391669,-0.99463778,-0.97918521,-0.99489758,-0.98391669,-0.99209925
21,6,LAYING,train,-0.97995552,-0.99520255,-0.97861838,-0.99391895,-0.97995552,-0.99049618
21,6,LAYING,train,-0.97834666,-0.9943318,-0.9764966,-0.99476764,-0.97834666,-0.98704723
21,6,LAYING,train,-0.98080143,-0.99366716,-0.97749667,-0.99536387,-0.98080143,-0.98911875
21,6,LAYING,train,-0.97858105,-0.99441454,-0.97726881,-0.99595579,-0.97858105,-0.9903171
21,6,LAYING,train,-0.98081223,-0.99040293,-0.98299795,-0.9944557,-0.98081223,-0.98545328
21,6,LAYING,train,-0.98765841,-0.98986782,-0.99238011,-0.99237973,-0.98765841,-0.98983983
21,6,LAYING,train,-0.98697273,-0.99268479,-0.98801739,-0.99277782,-0.98697273,-0.99320824
21,6,LAYING,train,-0.98049173,-0.99331055,-0.97818846,-0.99429549,-0.98049173,-0.98923582
21,6,LAYING,train,-0.97444761,-0.99215315,-0.97008623,-0.99361922,-0.97444761,-0.98932649
21,6,LAYING,train,-0.98225728,-0.98888056,-0.97765424,-0.99189532,-0.98225728,-0.98612808
21,6,LAYING,train,-0.99017,-0.99036974,-0.99204109,-0.99166151,-0.99017,-0.99226199
21,6,LAYING,train,-0.98981749,-0.99314688,-0.99020441,-0.99368794,-0.98981749,-0.99340153
21,6,LAYING,train,-0.97954268,-0.99502847,-0.98320989,-0.99503837,-0.97954268,-0.98959924
21,6,LAYING,train,-0.97247223,-0.99474008,-0.98232836,-0.99531597,-0.97247223,-0.99000221
21,6,LAYING,train,-0.97636668,-0.99248235,-0.98012771,-0.99614801,-0.97636668,-0.9911418
21,6,LAYING,train,-0.97927497,-0.99298302,-0.97934229,-0.99558365,-0.97927497,-0.991884
21,6,LAYING,train,-0.98001346,-0.9928538,-0.97799274,-0.9948155,-0.98001346,-0.99221394
21,1,WALKING,train,-0.19301862,-0.22403382,-0.37505133,-0.45785748,-0.19301862,-0.22264312
21,1,WALKING,train,-0.14520558,-0.16177657,-0.31356328,-0.39830222,-0.14520558,-0.28385231
21,1,WALKING,train,-0.19431108,-0.19949802,-0.33858754,-0.43055452,-0.19431108,-0.38913131
21,1,WALKING,train,-0.15661756,-0.17053784,-0.33358515,-0.45516239,-0.15661756,-0.29527132
21,1,WALKING,train,-0.14377439,-0.18726126,-0.30596394,-0.44792175,-0.14377439,-0.27253647
21,1,WALKING,train,-0.15565725,-0.17401159,-0.32142366,-0.41893865,-0.15565725,-0.3474098
21,1,WALKING,train,-0.18422115,-0.18766784,-0.30328576,-0.4385169,-0.18422115,-0.3770402
21,1,WALKING,train,-0.22323767,-0.23975506,-0.36943403,-0.51375582,-0.22323767,-0.3790861
21,1,WALKING,train,-0.18724725,-0.18336668,-0.38642875,-0.4718079,-0.18724725,-0.3815742
21,1,WALKING,train,-0.17297787,-0.2212742,-0.38158785,-0.46980133,-0.17297787,-0.35150101
21,1,WALKING,train,-0.13554115,-0.16990621,-0.33852235,-0.43153176,-0.13554115,-0.19314683
21,1,WALKING,train,-0.18563446,-0.21770941,-0.33173303,-0.45111859,-0.18563446,-0.1842103
21,1,WALKING,train,-0.25576178,-0.32341463,-0.41918761,-0.54839743,-0.25576178,-0.41230491
21,1,WALKING,train,-0.25480269,-0.29168658,-0.39776751,-0.542902,-0.25480269,-0.39731032
21,1,WALKING,train,-0.28796081,-0.34054304,-0.24617892,-0.51820549,-0.28796081,-0.4513959
21,1,WALKING,train,-0.2285882,-0.25811288,-0.31888288,-0.4560489,-0.2285882,-0.28962731
21,1,WALKING,train,-0.19994597,-0.19202277,-0.27572991,-0.42385033,-0.19994597,-0.20767195
21,1,WALKING,train,-0.22849034,-0.24019591,-0.29732031,-0.44682213,-0.22849034,-0.30327953
21,1,WALKING,train,-0.18107999,-0.19077088,-0.32184767,-0.43160453,-0.18107999,-0.32623026
21,1,WALKING,train,-0.15917976,-0.15173349,-0.29890124,-0.43857565,-0.15917976,-0.3432519
21,1,WALKING,train,-0.14244444,-0.12217977,-0.25593859,-0.38138773,-0.14244444,-0.27504484
21,1,WALKING,train,-0.097177855,-0.11003346,-0.20429478,-0.35824857,-0.097177855,-0.20125273
21,1,WALKING,train,-0.098904496,-0.11065024,-0.22140032,-0.37350353,-0.098904496,-0.31229965
21,1,WALKING,train,-0.13192328,-0.11675298,-0.2306921,-0.36768079,-0.13192328,-0.28607525
21,1,WALKING,train,-0.13247291,-0.11922785,-0.2598458,-0.37962886,-0.13247291,-0.24416704
21,1,WALKING,train,-0.14683984,-0.13482504,-0.27840529,-0.41680718,-0.14683984,-0.36078842
21,1,WALKING,train,-0.17184494,-0.16790665,-0.2993128,-0.45768734,-0.17184494,-0.44528617
21,3,WALKING_DOWNSTAIRS,train,0.33443284,0.099028663,-0.31067939,-0.39425404,0.33443284,0.41333135
21,3,WALKING_DOWNSTAIRS,train,0.27716265,0.031144928,-0.18995183,-0.46801395,0.27716265,0.42859161
21,3,WALKING_DOWNSTAIRS,train,0.24079443,-0.056124041,-0.14488947,-0.48229761,0.24079443,0.26450472
21,3,WALKING_DOWNSTAIRS,train,0.27243082,-0.056537963,-0.33033512,-0.48705499,0.27243082,0.26934452
21,3,WALKING_DOWNSTAIRS,train,0.18169191,-0.05103822,-0.21155721,-0.48567094,0.18169191,0.42346586
21,3,WALKING_DOWNSTAIRS,train,0.15191482,-0.047716449,-0.12062121,-0.48203441,0.15191482,0.45300952
21,3,WALKING_DOWNSTAIRS,train,0.20661777,-0.035478084,-0.21508183,-0.44504144,0.20661777,0.27714164
21,3,WALKING_DOWNSTAIRS,train,0.0041449812,-0.27001075,-0.044975091,-0.55444779,0.0041449812,0.062326294
21,3,WALKING_DOWNSTAIRS,train,0.067064152,-0.24355412,-0.13123208,-0.52377852,0.067064152,0.058519787
21,3,WALKING_DOWNSTAIRS,train,0.12463028,-0.1754763,0.0095205579,-0.48992138,0.12463028,0.21322845
21,3,WALKING_DOWNSTAIRS,train,0.13421075,-0.16170502,-0.07681637,-0.47689093,0.13421075,0.11153772
21,3,WALKING_DOWNSTAIRS,train,0.30187285,-0.029369793,-0.27481537,-0.41501579,0.30187285,0.27345221
21,3,WALKING_DOWNSTAIRS,train,0.34875432,-0.026143426,-0.16527449,-0.41784398,0.34875432,0.22763775
21,3,WALKING_DOWNSTAIRS,train,0.22747788,-0.19478498,-0.13027069,-0.48699355,0.22747788,0.11512422
21,3,WALKING_DOWNSTAIRS,train,0.14189775,-0.27909304,-0.29360668,-0.55488191,0.14189775,0.076181034
21,2,WALKING_UPSTAIRS,train,-0.12007443,-0.42788081,-0.23052706,-0.65057828,-0.12007443,-0.32158315
21,2,WALKING_UPSTAIRS,train,-0.15065811,-0.42867798,-0.35329816,-0.62045697,-0.15065811,-0.36645034
21,2,WALKING_UPSTAIRS,train,-0.13330304,-0.37375243,-0.23174253,-0.65004174,-0.13330304,-0.2076871
21,2,WALKING_UPSTAIRS,train,-0.14477518,-0.38553254,-0.21412455,-0.66417623,-0.14477518,-0.19564823
21,2,WALKING_UPSTAIRS,train,-0.18241192,-0.41881538,-0.336655,-0.65969477,-0.18241192,-0.27740842
21,2,WALKING_UPSTAIRS,train,-0.21077813,-0.42035398,-0.32650002,-0.64408104,-0.21077813,-0.25876514
21,2,WALKING_UPSTAIRS,train,-0.23069923,-0.47926752,-0.28090261,-0.67269673,-0.23069923,-0.37321994
21,2,WALKING_UPSTAIRS,train,-0.21603706,-0.4922771,-0.2438986,-0.67140428,-0.21603706,-0.36851075
21,2,WALKING_UPSTAIRS,train,-0.22194286,-0.48088718,-0.32287362,-0.64692486,-0.22194286,-0.33904201
21,2,WALKING_UPSTAIRS,train,-0.13295912,-0.43421645,-0.15938221,-0.62275512,-0.13295912,-0.34401747
21,2,WALKING_UPSTAIRS,train,-0.15177195,-0.4450381,-0.21912125,-0.58648323,-0.15177195,-0.37745173
21,2,WALKING_UPSTAIRS,train,-0.13379683,-0.42449838,-0.16271881,-0.55876692,-0.13379683,-0.3858085
21,2,WALKING_UPSTAIRS,train,-0.063670243,-0.40270998,-0.23426068,-0.5742184,-0.063670243,-0.30156547
21,2,WALKING_UPSTAIRS,train,-0.10516905,-0.41805219,-0.30917385,-0.62667386,-0.10516905,-0.27753874
21,2,WALKING_UPSTAIRS,train,-0.13416433,-0.40151976,-0.31856255,-0.6427675,-0.13416433,-0.35336789
21,2,WALKING_UPSTAIRS,train,-0.11319294,-0.4125744,-0.23365558,-0.60954514,-0.11319294,-0.3314454
21,2,WALKING_UPSTAIRS,train,-0.15036403,-0.43980126,-0.1718773,-0.60728768,-0.15036403,-0.32287649
21,3,WALKING_DOWNSTAIRS,train,0.19538447,-0.21854507,-0.20202917,-0.43684811,0.19538447,0.21322148
21,3,WALKING_DOWNSTAIRS,train,0.17483782,-0.21214891,-0.30527826,-0.45310999,0.17483782,0.15484063
21,3,WALKING_DOWNSTAIRS,train,0.17411,-0.18968172,-0.055668503,-0.49166354,0.17411,0.14629796
21,3,WALKING_DOWNSTAIRS,train,0.097299642,-0.19775189,0.023314265,-0.4537012,0.097299642,0.17931084
21,3,WALKING_DOWNSTAIRS,train,0.1017734,-0.19441207,-0.2045047,-0.45640797,0.1017734,0.25610556
21,3,WALKING_DOWNSTAIRS,train,0.18247409,-0.1292196,-0.25650074,-0.5362404,0.18247409,0.22550121
21,3,WALKING_DOWNSTAIRS,train,0.27864406,-0.11862564,-0.28780529,-0.5625764,0.27864406,0.33669824
21,3,WALKING_DOWNSTAIRS,train,0.27998676,-0.12573009,-0.25139993,-0.49497068,0.27998676,0.26885995
21,2,WALKING_UPSTAIRS,train,-0.069509984,-0.36065945,-0.098228822,-0.63574057,-0.069509984,-0.21781836
21,2,WALKING_UPSTAIRS,train,-0.096482549,-0.40532126,-0.26678047,-0.60303302,-0.096482549,-0.34431698
21,2,WALKING_UPSTAIRS,train,-0.13527053,-0.45244196,-0.16036023,-0.61171745,-0.13527053,-0.34749338
21,2,WALKING_UPSTAIRS,train,-0.13331653,-0.4404119,-0.1819565,-0.64442614,-0.13331653,-0.32648294
21,2,WALKING_UPSTAIRS,train,-0.040237421,-0.31318428,-0.24578718,-0.57092027,-0.040237421,-0.21034408
21,2,WALKING_UPSTAIRS,train,0.0081465361,-0.27458834,-0.086661941,-0.50986172,0.0081465361,-0.17381007
21,2,WALKING_UPSTAIRS,train,-0.013117838,-0.32113173,-0.060174071,-0.51388162,-0.013117838,-0.24651583
21,2,WALKING_UPSTAIRS,train,-0.039145104,-0.36429397,-0.1593865,-0.53623218,-0.039145104,-0.32382217
21,5,STANDING,train,-0.66081283,-0.82404799,-0.51649624,-0.76197663,-0.66081283,-0.79013991
21,5,STANDING,train,-0.82342552,-0.8936703,-0.7314174,-0.84199552,-0.82342552,-0.86055096
21,5,STANDING,train,-0.89425973,-0.93836893,-0.85170731,-0.92212824,-0.89425973,-0.89475412
21,5,STANDING,train,-0.87014141,-0.89882037,-0.85798103,-0.92251571,-0.87014141,-0.85076102
21,5,STANDING,train,-0.87325423,-0.89259748,-0.87434853,-0.9223128,-0.87325423,-0.86456441
21,5,STANDING,train,-0.91910112,-0.93347948,-0.91404423,-0.95374952,-0.91910112,-0.91978833
21,5,STANDING,train,-0.927616,-0.95164582,-0.9223849,-0.96836411,-0.927616,-0.94884988
21,5,STANDING,train,-0.92981819,-0.95665609,-0.90786232,-0.96163961,-0.92981819,-0.94259214
21,5,STANDING,train,-0.94471742,-0.96176835,-0.92346416,-0.96524176,-0.94471742,-0.94902101
21,5,STANDING,train,-0.96477569,-0.98012722,-0.95668407,-0.98213861,-0.96477569,-0.95784194
21,5,STANDING,train,-0.97537473,-0.97997754,-0.96537305,-0.98170404,-0.97537473,-0.97697272
21,5,STANDING,train,-0.98121168,-0.97637676,-0.96574483,-0.97891997,-0.98121168,-0.97479441
21,5,STANDING,train,-0.98500318,-0.98624591,-0.97241282,-0.98429181,-0.98500318,-0.98273127
